STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
2  1.0  0.00  0.002105034722222222  0.040  0.100  0.140  ['CT', 'RT', 'ART']
2  1.0  0.00  0.002170138888888889  0.060  0.180  0.160  ['CT', 'RT', 'ART']
2  1.0  0.00  0.002506510416666667  0.060  0.140  0.080  ['CT', 'RT', 'ART']
2  1.0  0.25  7.233796296296296e-05  0.000  0.000  0.010  ['CT', 'RT', 'ART']
2  1.0  0.25  0.00014467592592592592  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0005063657407407407  0.020  0.040  0.060  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0007957175925925925  0.040  0.040  0.060  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0008680555555555555  0.000  0.080  0.040  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0014467592592592592  0.040  0.060  0.000  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0023148148148148147  0.140  0.100  0.060  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0026041666666666665  0.170  0.120  0.170  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0029658564814814816  0.020  0.160  0.160  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0030381944444444445  0.120  0.140  0.180  ['CT', 'RT', 'ART']
2  1.0  0.25  0.00318287037037037  0.260  0.200  0.140  ['CT', 'RT', 'ART']
2  1.0  0.25  0.0035445601851851853  0.180  0.180  0.220  ['CT', 'RT', 'ART']
2  1.0  0.25  0.005208333333333333  0.320  0.160  0.220  ['CT', 'RT', 'ART']
2  1.0  0.25  0.006221064814814815  0.360  0.240  0.260  ['CT', 'RT', 'ART']
2  1.0  0.25  0.006944444444444444  0.280  0.280  0.220  ['CT', 'RT', 'ART']
2  1.0  0.25  0.01070601851851852  0.560  0.400  0.420  ['CT', 'RT', 'ART']
2  1.0  0.25  0.014033564814814815  0.460  0.420  0.540  ['CT', 'RT', 'ART']
2  1.0  0.25  0.014467592592592593  0.580  0.500  0.560  ['CT', 'RT', 'ART']
2  1.0  0.25  0.016710069444444444  0.600  0.440  0.600  ['CT', 'RT', 'ART']
2  1.0  0.50  0.000248015873015873  0.020  0.000  0.020  ['CT', 'RT', 'ART']
2  1.0  0.50  0.000496031746031746  0.040  0.000  0.040  ['CT', 'RT', 'ART']
2  1.0  0.50  0.001736111111111111  0.140  0.060  0.040  ['CT', 'RT', 'ART']
2  1.0  0.50  0.002728174603174603  0.220  0.060  0.120  ['CT', 'ART']
2  1.0  0.50  0.002976190476190476  0.240  0.080  0.100  ['CT', 'RT', 'ART']
2  1.0  0.50  0.00496031746031746  0.320  0.040  0.300  ['CT', 'ART']
2  1.0  0.50  0.007936507936507936  0.480  0.480  0.340  ['CT', 'RT', 'ART']
2  1.0  0.50  0.008928571428571428  0.430  0.270  0.440  ['CT', 'ART']
2  1.0  0.50  0.010168650793650794  0.520  0.700  0.540  ['CT', 'RT', 'ART']
2  1.0  0.50  0.010416666666666666  0.480  0.460  0.580  ['CT', 'RT', 'ART']
2  1.0  0.50  0.010912698412698412  0.600  0.320  0.380  ['CT', 'ART']
2  1.0  0.50  0.012152777777777778  0.580  0.400  0.520  ['CT', 'RT', 'ART']
2  1.0  0.50  0.017857142857142856  0.740  0.580  0.800  ['CT', 'ART']
2  1.0  0.50  0.02132936507936508  0.740  0.420  0.640  ['CT', 'ART']
2  1.0  0.50  0.023809523809523808  0.840  0.600  0.640  ['CT', 'ART']
2  1.0  0.50  0.03670634920634921  0.960  0.600  0.840  ['CT', 'ART']
2  1.0  0.50  0.04811507936507937  0.960  0.860  0.920  ['CT', 'RT', 'ART']
2  1.0  0.50  0.0496031746031746  0.960  0.900  0.920  ['CT', 'RT', 'ART']
2  1.0  0.50  0.057291666666666664  0.960  0.880  0.960  ['CT', 'RT', 'ART']
2  1.0  0.75  0.0006587615283267457  0.000  0.020  0.040  ['CT', 'RT', 'ART']
2  1.0  0.75  0.0013175230566534915  0.060  0.020  0.120  ['CT', 'RT', 'ART']
2  1.0  0.75  0.00461133069828722  0.140  0.280  0.360  ['RT', 'ART']
2  1.0  0.75  0.007246376811594203  0.660  0.400  0.500  ['CT', 'ART']
2  1.0  0.75  0.007905138339920948  0.280  0.140  0.320  ['CT', 'RT', 'ART']
2  1.0  0.75  0.013175230566534914  0.500  0.340  0.640  ['CT', 'ART']
2  1.0  0.75  0.021080368906455864  0.800  0.640  0.720  ['CT', 'RT', 'ART']
2  1.0  0.75  0.023715415019762844  0.760  0.520  0.720  ['CT', 'ART']
2  1.0  0.75  0.027009222661396576  0.800  0.980  0.900  ['RT', 'ART']
2  1.0  0.75  0.02766798418972332  0.880  0.820  0.920  ['CT', 'RT', 'ART']
2  1.0  0.75  0.028985507246376812  0.760  0.500  0.760  ['CT', 'ART']
2  1.0  0.75  0.032279314888010543  0.780  0.480  0.720  ['CT', 'ART']
2  1.0  0.75  0.04743083003952569  0.980  0.940  0.920  ['CT', 'RT', 'ART']
2  1.0  0.75  0.05665349143610013  0.940  0.780  0.960  ['CT', 'ART']
2  1.0  0.75  0.06324110671936758  0.940  0.940  0.980  ['CT', 'RT', 'ART']
2  1.0  0.75  0.09749670619235837  1.000  0.920  1.000  ['CT', 'ART']
2  1.0  0.75  0.12779973649538867  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  0.75  0.13175230566534915  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  0.75  0.15217391304347827  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.0030864197530864196  0.110  0.110  0.130  ['CT', 'RT', 'ART']
2  1.0  1.00  0.006172839506172839  0.340  0.360  0.340  ['CT', 'RT', 'ART']
2  1.0  1.00  0.021604938271604937  0.440  0.580  0.740  ['RT', 'ART']
2  1.0  1.00  0.033950617283950615  1.000  0.720  0.900  ['CT', 'ART']
2  1.0  1.00  0.037037037037037035  0.920  0.660  0.880  ['CT', 'ART']
2  1.0  1.00  0.06172839506172839  1.000  0.840  0.960  ['CT', 'ART']
2  1.0  1.00  0.09876543209876543  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.1111111111111111  1.000  0.940  1.000  ['CT', 'ART']
2  1.0  1.00  0.12654320987654322  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.12962962962962962  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.13580246913580246  1.000  0.980  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.15123456790123457  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.2222222222222222  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.2654320987654321  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.2962962962962963  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.4567901234567901  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.5987654320987654  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.6172839506172839  1.000  1.000  1.000  ['CT', 'RT', 'ART']
2  1.0  1.00  0.7129629629629629  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.4  0.00  0.010416666666666666  0.444  0.340  0.428  ['CT', 'RT', 'ART']
3  0.4  0.00  0.020833333333333332  0.633  0.640  0.607  ['CT', 'RT', 'ART']
3  0.4  0.25  0.027777777777777776  1.000  0.416  0.844  ['CT']
3  0.4  0.25  0.05555555555555555  1.000  0.647  0.980  ['CT', 'ART']
3  0.4  0.50  0.05  1.000  0.640  0.968  ['CT', 'ART']
3  0.4  0.50  0.1  1.000  0.840  1.000  ['CT', 'ART']
3  0.4  0.75  0.1  1.000  0.716  1.000  ['CT', 'ART']
3  0.4  0.75  0.2  1.000  0.907  1.000  ['CT', 'ART']
