STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
2  0.8  0.00  9.02446117834188e-08  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  1.0152518825634615e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  1.547050487715751e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  2.1658706828020513e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  2.3205757315736264e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  2.3850361685617827e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  2.707338353502564e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  3.248806024203077e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  3.609784471336752e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.00  5.414676707005128e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.414446160197258e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  2.9336661100387573e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  2.986053004860878e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  5.867332220077515e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  6.600748747587204e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.0058283805847168e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.4081597328186035e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.5087425708770752e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.5506520867347717e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  1.7601996660232544e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  2.1122395992279053e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  2.346932888031006e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.25  3.520399332046509e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  4.1081355168269234e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  8.520577368233618e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  8.672730535523505e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.00017041154736467236  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0001917129907852564  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0002921340811965812  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0004089877136752137  0.000  0.000  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.0004382011217948718  0.000  0.020  0.000  ['CT', 'RT', 'ART']
2  0.8  0.50  0.00045037337517806267  0.000  0.000  0.000  ['CT', 'RT', 'ART']
